acmi-data-creator,wikidata-data-creator,acmi-data-work,wikidata-data-work
18070,Q55392,89921,Q686059
18070,Q55392,92342,Q1344940
18070,Q55392,115958,Q950893
18070,Q55392,94495,Q736349
18070,Q55392,83094,Q2830457
18070,Q55392,82250,Q743498
18070,Q55392,88169,Q1214543
18070,Q55392,116130,Q836115
18070,Q55392,89884,Q3561494
18070,Q55392,81371,Q756329
18070,Q55392,115874,Q167905
77133,Q1975783,82358,Q2320191
77133,Q1975783,85054,Q467053
77133,Q1975783,84659,Q1755067
26930,Q521087,94281,Q530507
26930,Q521087,90472,Q478333
13398,Q774517,70540,Q98112577
13398,Q774517,65671,Q98112430
46549,Q722135,116750,Q207816
46549,Q722135,87344,Q340138
46527,Q40504,116750,Q207816
15533,Q40701,84078,Q820061
15533,Q40701,115649,Q56300139
15533,Q40701,86911,Q7334782
15533,Q40701,84079,Q4658974
15533,Q40701,86946,Q2301603
72253,Q43203,94847,Q221586
72253,Q43203,92728,Q502189
72253,Q43203,84257,Q104137
72253,Q43203,84664,Q577306
72253,Q43203,84645,Q503338
72253,Q43203,83881,Q477630
72253,Q43203,88456,Q741196
72253,Q43203,88093,Q1470767
72253,Q43203,85541,Q399823
72253,Q43203,94815,Q332497
72253,Q43203,88497,Q1423573
72253,Q43203,88439,Q174683
79094,Q5764473,89300,Q572616
11447,Q3946351,81887,Q627942
11447,Q3946351,110613,Q1306380
11447,Q3946351,88377,Q1306380
76861,Q3809247,81297,Q130769
76862,Q3638668,81297,Q130769
76862,Q3638668,95635,Q1336251
76862,Q3638668,81466,Q1198853
36466,Q167521,95404,Q6068910
36466,Q167521,95315,Q3563361
36466,Q167521,94464,Q3204574
36466,Q167521,94692,Q4919030
36697,Q461079,94616,Q197412
36697,Q461079,94638,Q3391076
8121,Q53002,95088,Q627975
8121,Q53002,83944,Q1049604
8121,Q53002,95041,Q324933
8121,Q53002,94369,Q162331
8121,Q53002,95079,Q277281
8121,Q53002,92265,Q512350
8121,Q53002,116193,Q3202958
8121,Q53002,94448,Q909816
8121,Q53002,116021,Q512350
8121,Q53002,115961,Q232091
8121,Q53002,116087,Q759324
8121,Q53002,84561,Q261546
8121,Q53002,93367,Q476439
8121,Q53002,116027,Q476439
4733,Q1892943,95041,Q324933
4733,Q1892943,92265,Q512350
4733,Q1892943,94448,Q909816
82972,Q1668864,115870,Q3207461
82972,Q1668864,116050,Q3489537
82972,Q1668864,116067,Q3548569
37574,Q3341663,95336,Q2493669
37573,Q167113,95336,Q2493669
14335,Q455043,95191,Q518710
14335,Q455043,95056,Q635299
14335,Q455043,84589,Q729991
76365,Q542092,78831,Q66049034
80537,Q6318386,93924,Q3283082
74414,Q1685560,115886,Q3246485
74414,Q1685560,116085,Q3205531
74414,Q1685560,116254,Q3201841
74414,Q1685560,116203,Q3119245
74414,Q1685560,116329,Q2507312
13939,Q457512,116007,Q3201902
13939,Q457512,116261,Q3213307
13939,Q457512,116051,Q3414128
76475,Q269731,95618,Q2059143
76475,Q269731,79529,Q940014
76475,Q269731,81463,Q1407062
76475,Q269731,95566,Q4306681
72757,Q55238,90534,Q1041618
72757,Q55238,94227,Q950723
72757,Q55238,90593,Q2549142
72757,Q55238,90994,Q2252534
72757,Q55238,95081,Q1719141
72757,Q55238,98192,Q4296957
72757,Q55238,92790,Q1917949
72757,Q55238,80339,Q1500326
72757,Q55238,86428,Q643805
83002,Q518179,116267,Q2558836
83002,Q518179,115895,Q3273517
83002,Q518179,116301,Q2932667
83002,Q518179,116057,Q3220825
83002,Q518179,115948,Q134075
30355,Q55210,88249,Q2485167
33612,Q319986,93287,Q102438
33612,Q319986,94314,Q102244
33612,Q319986,94316,Q102244
57780,Q75079,90491,Q170250
57780,Q75079,93287,Q102438
57780,Q75079,94314,Q102244
57780,Q75079,94316,Q102244
43829,Q25132,94880,Q580716
43829,Q25132,87203,Q291170
23064,Q13888,80912,Q547226
23064,Q13888,90083,Q649600
23064,Q13888,93462,Q596623
23064,Q13888,80910,Q427186
23064,Q13888,83066,Q742308
23064,Q13888,82355,Q1217069
26243,Q15440196,88357,Q841335
12694,Q450382,72257,Q59645623
12694,Q450382,70266,Q59647147
12694,Q450382,94619,Q5284094
12694,Q450382,73326,Q27966908
72256,Q324177,94847,Q221586
80998,Q18710836,94847,Q221586
503,Q56094,82154,Q977372
503,Q56094,82071,Q182692
503,Q56094,95470,Q1471358
503,Q56094,93147,Q903257
503,Q56094,83817,Q1199648
503,Q56094,83938,Q47703
503,Q56094,83093,Q1421355
503,Q56094,82048,Q1009788
503,Q56094,80940,Q2300266
503,Q56094,90591,Q1055332
503,Q56094,87623,Q16207076
503,Q56094,86390,Q1185312
503,Q56094,84549,Q845102
503,Q56094,83369,Q1198750
503,Q56094,94409,Q1307044
23080,Q104184,89391,Q469921
23080,Q104184,90283,Q325355
23080,Q104184,83649,Q7751237
72767,Q312611,100507,Q2060541
72767,Q312611,94389,Q4120222
72767,Q312611,94426,Q4749885
72767,Q312611,94424,Q2060541
72767,Q312611,100505,Q2834256
72767,Q312611,94397,Q765535
72767,Q312611,100506,Q4749885
72767,Q312611,116078,Q2824411
72765,Q44221,89217,Q1141286
72765,Q44221,93630,Q1170710
54792,Q446427,95411,Q1640553
54792,Q446427,81441,Q849344
54792,Q446427,90707,Q1138393
54792,Q446427,86953,Q1541422
54792,Q446427,81259,Q276769
14654,Q55221,67111,Q1080674
14654,Q55221,116201,Q2443227
14654,Q55221,93117,Q1637967
14654,Q55221,81438,Q1167592
14654,Q55221,93112,Q7758403
14654,Q55221,92688,Q241141
14654,Q55221,89430,Q508219
14654,Q55221,93115,Q1170115
14654,Q55221,94732,Q2142723
19453,Q51562,81450,Q704972
19453,Q51562,81216,Q589894
19453,Q51562,84675,Q1219026
55625,Q5648417,83832,Q830553
36704,Q704027,94621,Q842442
63165,Q160726,86398,Q696905
63165,Q160726,85544,Q643263
63165,Q160726,91689,Q273978
63165,Q160726,87394,Q1193138
63165,Q160726,85377,Q182071
78264,Q1632654,86398,Q696905
63177,Q1632654,86398,Q696905
35403,Q3343815,93576,Q594420
80327,Q3330820,93539,Q7824903
23162,Q4777214,85369,Q3127478
23162,Q4777214,80961,Q18611459
23162,Q4777214,95107,Q7547366
23162,Q4777214,93971,Q7547366
22021,Q219499,79549,Q8056603
22021,Q219499,92108,Q3602740
22280,Q6389885,79923,Q7340828
25581,Q315062,83443,Q370707
79257,Q10301318,89961,Q2412673
21878,Q154490,87286,Q451196
21878,Q154490,79351,Q155018
21878,Q154490,81650,Q379460
21878,Q154490,87393,Q844883
55317,Q164131,94188,Q2943754
78554,Q1346079,87494,Q2704744
78555,Q53010,87494,Q2704744
29725,Q7437087,87696,Q7761404
72110,Q1279758,80664,Q188845
72110,Q1279758,92678,Q241085
72110,Q1279758,94291,Q1197684
72110,Q1279758,85374,Q1216898
72110,Q1279758,95256,Q929144
72110,Q1279758,87141,Q738456
72110,Q1279758,88439,Q174683
71363,Q1356427,84644,Q475293
71363,Q1356427,80671,Q325643
23608,Q298905,81344,Q1315577
23608,Q298905,115891,Q2370719
23608,Q298905,116193,Q3202958
23608,Q298905,81650,Q379460
23608,Q298905,85068,Q1479633
23608,Q298905,81364,Q603092
76875,Q981246,81344,Q1315577
76875,Q981246,81364,Q603092
27379,Q3101692,92363,Q7820285
27379,Q3101692,90633,Q7722556
82950,Q55381,116159,Q1113049
82950,Q55381,115923,Q3111677
82950,Q55381,116324,Q2723719
82950,Q55381,115850,Q2605493
82950,Q55381,116270,Q3023862
82950,Q55381,115974,Q3580090
82950,Q55381,115991,Q2162066
77007,Q1559143,85378,Q1067502
77007,Q1559143,81879,Q5459310
76577,Q940924,79961,Q2717046
76577,Q940924,93717,Q8030795
72597,Q703727,94105,Q496019
72597,Q703727,81035,Q6542266
72597,Q703727,80964,Q1545013
72597,Q703727,77913,Q3520601
72597,Q703727,80727,Q2205409
72597,Q703727,88607,Q586154
72597,Q703727,85646,Q1787875
72597,Q703727,94301,Q3423109
72597,Q703727,80666,Q1249239
72597,Q703727,80971,Q1754652
34567,Q6524917,92861,Q7428108
29197,Q399076,90421,Q1472478
29197,Q399076,87210,Q1424099
29197,Q399076,94494,Q478780
33155,Q561332,91865,Q2872103
33155,Q561332,91866,Q1310362
77040,Q221917,92683,Q1633356
77040,Q221917,92684,Q2063033
77040,Q221917,92686,Q2374741
77040,Q221917,92696,Q2520443
77040,Q221917,92746,Q4879282
77040,Q221917,82077,Q1542184
77041,Q55393,92683,Q1633356
77041,Q55393,92684,Q2063033
77041,Q55393,88956,Q1400390
77041,Q55393,82077,Q1542184
23173,Q7369286,81502,Q15039744
23173,Q7369286,80965,Q7969557
23173,Q7369286,83139,Q6362508
22135,Q18346370,79685,Q1770219
22136,Q633939,79685,Q1770219
22136,Q633939,86475,Q1306530
22136,Q633939,85190,Q1210837
75998,Q22102048,77537,Q12130403
22401,Q51495,85403,Q676341
22401,Q51495,81454,Q618741
22401,Q51495,85357,Q174559
22401,Q51495,81731,Q1168233
22401,Q51495,83223,Q645094
22401,Q51495,85051,Q201293
22401,Q51495,81302,Q180098
22401,Q51495,86246,Q1364076
22401,Q51495,84620,Q565643
22401,Q51495,81239,Q478371
22401,Q51495,80109,Q1140611
22401,Q51495,93335,Q658847
23833,Q358370,81698,Q945074
23833,Q358370,89139,Q1534188
23833,Q358370,92336,Q368577
23833,Q358370,81579,Q1114683
23833,Q358370,83905,Q1171440
8330,Q7498695,85609,Q3491414
8330,Q7498695,93567,Q7962123
8330,Q7498695,115739,Q3491414
81339,Q5585654,95449,Q7400423
68764,Q1934278,84573,Q898465
68764,Q1934278,86546,Q267721
68764,Q1934278,86153,Q245271
68764,Q1934278,84962,Q47654
68764,Q1934278,95391,Q1757754
23656,Q1342878,81405,Q1297250
71366,Q51537,92485,Q603865
71366,Q51537,94119,Q930540
71366,Q51537,87850,Q1480617
71366,Q51537,85311,Q1625242
71366,Q51537,83086,Q1703964
71366,Q51537,80671,Q325643
71366,Q51537,83178,Q217627
71366,Q51537,79367,Q1412037
71366,Q51537,86674,Q1160005
71366,Q51537,84001,Q863335
22838,Q95030,93125,Q576505
22838,Q95030,92678,Q241085
22838,Q95030,93444,Q637180
22838,Q95030,89139,Q1534188
22838,Q95030,80786,Q597239
23393,Q1499405,81173,Q547279
7430,Q506124,94882,Q221075
7430,Q506124,92160,Q470692
7430,Q506124,88328,Q496907
7430,Q506124,86396,Q506032
80338,Q7614290,93552,Q3256959
80339,Q107541526,93552,Q3256959
72761,Q561124,90462,Q1199755
72761,Q561124,90457,Q136605
72761,Q561124,87756,Q675044
70737,Q722103,92771,Q1620495
61888,Q282787,80864,Q1035443
61888,Q282787,115657,Q3545643
61888,Q282787,93114,Q1088489
61888,Q282787,80859,Q2456013
61888,Q282787,84181,Q178068
61888,Q282787,80907,Q9369478
61888,Q282787,81925,Q936052
61888,Q282787,82490,Q2712110
77315,Q193645,83034,Q223299
48140,Q518366,88399,Q3715989
48140,Q518366,81736,Q1530069
48140,Q518366,81449,Q353753
36987,Q463565,95173,Q1193488
36987,Q463565,94903,Q310204
23707,Q2092903,95615,Q2307466
23707,Q2092903,81725,Q201234
60737,Q7371,88958,Q18439
60737,Q7371,89077,Q18416
60737,Q7371,81365,Q18407
60737,Q7371,88908,Q18405
60737,Q7371,93133,Q18428
60737,Q7371,23745,Q12018
60737,Q7371,86291,Q18402
60737,Q7371,81606,Q18429
60737,Q7371,93342,Q12018
60737,Q7371,82353,Q18399
60737,Q7371,89329,Q18423
60737,Q7371,83111,Q18411
60737,Q7371,83747,Q18431
60737,Q7371,80829,Q18437
60737,Q7371,83022,Q18441
23050,Q55410,116194,Q1518288
23050,Q55410,90165,Q914133
23050,Q55410,115853,Q3020208
23050,Q55410,80905,Q1196452
23050,Q55410,90167,Q375306
23050,Q55410,90590,Q2162940
23050,Q55410,90542,Q1444707
78277,Q2262157,92631,Q39999
78277,Q2262157,88766,Q1420651
78277,Q2262157,87812,Q574993
78277,Q2262157,89493,Q202508
78277,Q2262157,94823,Q39975
78277,Q2262157,92324,Q320461
78277,Q2262157,86436,Q1752194
78278,Q6136785,92631,Q39999
78278,Q6136785,87812,Q574993
78278,Q6136785,89493,Q202508
78278,Q6136785,94823,Q39975
78278,Q6136785,90545,Q564958
78278,Q6136785,92324,Q320461
78278,Q6136785,86436,Q1752194
29818,Q354010,92631,Q39999
29818,Q354010,87785,Q747877
29818,Q354010,93121,Q40187
26579,Q951570,86741,Q3549478
26579,Q951570,115937,Q3208701
26579,Q951570,93715,Q383581
1456,Q53011,95171,Q1474376
1456,Q53011,93316,Q1811797
1456,Q53011,84584,Q1516994
1456,Q53011,88906,Q774067
1456,Q53011,89095,Q699586
78654,Q1601828,87807,Q596583
80155,Q2631586,93140,Q17426191
79070,Q270533,89215,Q590701
79070,Q270533,95200,Q2624506
66548,Q4898758,87205,Q7919727
66548,Q4898758,87385,Q3213431
66548,Q4898758,88397,Q426284
78396,Q433960,87070,Q3731438
78396,Q433960,87205,Q7919727
78396,Q433960,87385,Q3213431
78396,Q433960,88397,Q426284
78425,Q3571542,87158,Q1299823
55360,Q2397306,86397,Q4762078
63221,Q309214,84573,Q898465
63221,Q309214,85521,Q622240
63221,Q309214,84007,Q230482
63221,Q309214,85510,Q942355
63221,Q309214,84663,Q627209
63221,Q309214,93138,Q832732
63221,Q309214,84590,Q1336107
63221,Q309214,80971,Q1754652
62082,Q376582,95167,Q1065201
62082,Q376582,95374,Q4409907
62082,Q376582,85013,Q939176
62082,Q376582,83173,Q458656
62082,Q376582,85261,Q657079
81238,Q643529,95167,Q1065201
46547,Q562063,95167,Q1065201
46547,Q562063,87343,Q340127
46547,Q562063,94827,Q1743785
27689,Q5496528,85655,Q331617
27689,Q5496528,89578,Q3417460
27689,Q5496528,88442,Q5910232
27689,Q5496528,88446,Q1453957
80694,Q104791,94199,Q1466736
30923,Q53018,88966,Q1493714
30923,Q53018,90488,Q979640
28799,Q1239033,86851,Q1129069
25434,Q466254,84686,Q1419911
25434,Q466254,90485,Q946453
25434,Q466254,86246,Q1364076
25434,Q466254,86333,Q566890
25434,Q466254,84545,Q910900
25434,Q466254,95388,Q15623971
25434,Q466254,86883,Q644083
25434,Q466254,84001,Q863335
25434,Q466254,83873,Q679746
25434,Q466254,83281,Q1171692
25299,Q711415,84686,Q1419911
25299,Q711415,86320,Q627533
25299,Q711415,94718,Q451558
25299,Q711415,85439,Q620099
25299,Q711415,89605,Q6989310
25299,Q711415,83151,Q767819
25299,Q711415,95388,Q15623971
25299,Q711415,95364,Q4451329
25299,Q711415,86883,Q644083
25299,Q711415,83873,Q679746
25299,Q711415,83281,Q1171692
12666,Q106685,92509,Q1195506
12666,Q106685,64949,Q722281
12666,Q106685,91580,Q1195506
12666,Q106685,92376,Q1364691
12666,Q106685,115914,Q1165071
12666,Q106685,86297,Q722281
12666,Q106685,79907,Q1165071
12666,Q106685,86483,Q1306396
78887,Q1501413,88459,Q498795
78887,Q1501413,88448,Q2523432
32876,Q4994186,93110,Q230608
32876,Q4994186,94942,Q1142950
32877,Q319849,93110,Q230608
32877,Q319849,94942,Q1142950
22769,Q504722,84815,Q319783
22769,Q504722,88766,Q1420651
32704,Q698710,91136,Q2059540
32704,Q698710,94620,Q711684
28337,Q512184,87865,Q330612
28337,Q512184,86289,Q114819
28337,Q512184,93388,Q2338318
60188,Q503966,87865,Q330612
60188,Q503966,94200,Q283799
22881,Q1365858,82367,Q2672801
22881,Q1365858,84657,Q918367
22881,Q1365858,88684,Q846209
66595,Q738037,82367,Q2672801
66595,Q738037,83813,Q2268134
66595,Q738037,77918,Q639969
78045,Q716091,85700,Q259332
33826,Q960081,92388,Q15854772
4503,Q55411,95184,Q1749426
4503,Q55411,82488,Q156911
4503,Q55411,85085,Q571053
4503,Q55411,92503,Q451250
4503,Q55411,83042,Q700830
4503,Q55411,81424,Q160946
4503,Q55411,82790,Q694770
4503,Q55411,89772,Q774269
4503,Q55411,115733,Q451250
81324,Q3017557,95403,Q12125286
79795,Q4798861,92396,Q1140945
56538,Q219124,92396,Q1140945
56538,Q219124,93929,Q159638
56538,Q219124,94302,Q1350521
80992,Q125106,94846,Q35738
72190,Q240490,94846,Q35738
77571,Q2964731,84123,Q743292
77571,Q2964731,93434,Q540473
77570,Q225852,84123,Q743292
77568,Q3560361,84123,Q743292
25958,Q5296333,83826,Q430767
80791,Q6680786,94410,Q1786299
25230,Q778865,94410,Q1786299
25230,Q778865,83096,Q1280565
34426,Q4757409,92742,Q3984794
31652,Q7150626,89714,Q16155426
22701,Q373474,92809,Q593877
22701,Q373474,85349,Q504157
22701,Q373474,87781,Q611043
22701,Q373474,89773,Q482626
23677,Q3953024,84609,Q427534
23677,Q3953024,81425,Q1659395
23677,Q3953024,88494,Q1752724
23677,Q3953024,87853,Q1197405
23829,Q52997,84609,Q427534
23829,Q52997,81575,Q976149
23829,Q52997,85052,Q1470997
23829,Q52997,82480,Q1195631
23829,Q52997,84262,Q488376
23829,Q52997,83627,Q1355901
77335,Q750768,83125,Q884686
77335,Q750768,93649,Q826565
16186,Q1362106,83125,Q884686
16186,Q1362106,98492,Q7025972
16186,Q1362106,81260,Q5411239
16186,Q1362106,80018,Q7755740
16186,Q1362106,85186,Q4027067
16186,Q1362106,81547,Q500488
16186,Q1362106,98262,Q3205730
16186,Q1362106,85352,Q1278385
16186,Q1362106,83113,Q794306
16186,Q1362106,84244,Q506625
16186,Q1362106,84246,Q510595
16186,Q1362106,81449,Q353753
16186,Q1362106,99299,Q1476143
16186,Q1362106,85183,Q71861
16186,Q1362106,85197,Q1455926
32508,Q460297,92484,Q838514
32508,Q460297,90799,Q2657432
78592,Q7297349,87626,Q23796660
78460,Q7615350,87268,Q2905586
57594,Q216748,82905,Q1215806
57594,Q216748,99298,Q536342
57594,Q216748,87821,Q337940
57594,Q216748,84615,Q1198780
57594,Q216748,84258,Q534430
57594,Q216748,88485,Q1257227
76840,Q5341908,95430,Q7736298
76840,Q5341908,81215,Q3203700
76840,Q5341908,84429,Q7859286
76840,Q5341908,94667,Q3203688
76840,Q5341908,81351,Q498983
32701,Q7964856,91133,Q6484016
77279,Q458433,82912,Q492108
77279,Q458433,83243,Q339029
77279,Q458433,82913,Q492124
77279,Q458433,83294,Q197233
1660,Q55163,92508,Q662838
1660,Q55163,89537,Q824784
1660,Q55163,87572,Q1100445
1660,Q55163,85584,Q911775
1660,Q55163,83810,Q1663598
1660,Q55163,92902,Q1254108
1660,Q55163,81604,Q1197489
1660,Q55163,89601,Q740285
1660,Q55163,83143,Q2259762
1660,Q55163,83246,Q1551573
1660,Q55163,94236,Q1435973
1660,Q55163,94077,Q165392
1660,Q55163,84778,Q2364650
1660,Q55163,93453,Q977996
1660,Q55163,83808,Q1090685
1660,Q55163,115737,Q977996
82954,Q718098,116325,Q3234453
82954,Q718098,116108,Q12139998
82954,Q718098,115856,Q115484
7140,Q83158,116325,Q3234453
7140,Q83158,108261,Q2162087
7140,Q83158,86468,Q2162087
7140,Q83158,116108,Q12139998
7140,Q83158,80810,Q927048
7140,Q83158,116070,Q2162087
7140,Q83158,80029,Q2162087
79006,Q19667430,88963,Q5597910
13340,Q298388,81812,Q1089543
13340,Q298388,88256,Q7785731
13340,Q298388,81311,Q814296
27266,Q1064903,85318,Q3548821
58123,Q13595531,83805,Q237222
58123,Q13595531,84619,Q130142
58123,Q13595531,90536,Q313998
58123,Q13595531,84599,Q237215
58123,Q13595531,88768,Q337078
58123,Q13595531,85501,Q222720
58123,Q13595531,85649,Q670439
58122,Q13595311,83805,Q237222
58122,Q13595311,84619,Q130142
58122,Q13595311,90536,Q313998
58122,Q13595311,84599,Q237215
58122,Q13595311,88768,Q337078
58122,Q13595311,85501,Q222720
58122,Q13595311,85649,Q670439
30668,Q740071,93491,Q3221473
30668,Q740071,92618,Q874496
30668,Q740071,88651,Q372959
30668,Q740071,91754,Q1199715
16931,Q127805,70910,Q16303494
38432,Q254576,97537,Q2468140
21924,Q55234,82497,Q133466
21924,Q55234,81423,Q1319302
21924,Q55234,82452,Q7764281
21924,Q55234,82484,Q7304108
21924,Q55234,81070,Q252529
21924,Q55234,82366,Q115537
21924,Q55234,81448,Q1620394
21924,Q55234,79412,Q7783640
21924,Q55234,91810,Q7719660
21924,Q55234,86823,Q1546792
21924,Q55234,80908,Q2605272
21924,Q55234,32379,Q478395
76807,Q55230,82497,Q133466
76807,Q55230,81423,Q1319302
76807,Q55230,82452,Q7764281
76807,Q55230,81070,Q252529
76807,Q55230,82366,Q115537
76807,Q55230,86823,Q1546792
37730,Q5672514,97577,Q15039594
37730,Q5672514,95527,Q7740276
18049,Q509538,73128,Q2116224
79394,Q7817415,93554,Q1247216
79394,Q7817415,90564,Q1160813
80342,Q516252,93554,Q1247216
13888,Q55303,93554,Q1247216
13888,Q55303,81596,Q1477112
13888,Q55303,93741,Q1193245
13888,Q55303,94834,Q281296
13888,Q55303,85189,Q317585
13888,Q55303,89591,Q12124834
13888,Q55303,83132,Q61696
13888,Q55303,83245,Q1360124
13888,Q55303,73624,Q7702857
13888,Q55303,84943,Q1318050
13888,Q55303,86337,Q3208799
13888,Q55303,84586,Q1166360
16294,Q2086305,71275,Q7111656
16294,Q2086305,69675,Q28485809
43538,Q59821,88501,Q2789837
43538,Q59821,95011,Q1809616
43538,Q59821,84539,Q499036
43538,Q59821,87857,Q107940
43538,Q59821,80674,Q273704
43538,Q59821,81195,Q60072
43538,Q59821,92696,Q2520443
43538,Q59821,93941,Q916287
43538,Q59821,95016,Q865987
43538,Q59821,83153,Q425992
4200,Q853,92383,Q281988
4200,Q853,82449,Q200437
4200,Q853,115669,Q125772
4200,Q853,89132,Q503046
4200,Q853,95343,Q147878
22003,Q1638070,79529,Q940014
22003,Q1638070,81463,Q1407062
22003,Q1638070,81332,Q1198497
22003,Q1638070,81734,Q3522827
22003,Q1638070,95609,Q545243
22003,Q1638070,93380,Q3100955
79830,Q593316,94849,Q214013
79830,Q593316,92465,Q2299188
83237,Q3064388,116224,Q99584373
46227,Q72267,85527,Q31971
46227,Q72267,94150,Q1516837
46227,Q72267,89263,Q1968908
46227,Q72267,84982,Q641061
46227,Q72267,95415,Q1100552
46227,Q72267,25289,Q426352
32015,Q3435067,91256,Q7093381
32015,Q3435067,90216,Q7735056
79498,Q716117,91140,Q2276999
81308,Q516987,115727,Q1130395
81308,Q516987,95342,Q1130395
81308,Q516987,115721,Q331960
61006,Q94524144,87471,Q2297818
78544,Q3182021,87471,Q2297818
78069,Q83233,85770,Q5185123
77678,Q15808998,84604,Q583525
77678,Q15808998,86234,Q528473
77679,Q1968780,84604,Q583525
63905,Q5603,95025,Q1428092
63905,Q5603,95029,Q963014
63905,Q5603,95030,Q1087401
63905,Q5603,95024,Q1149669
63906,Q383764,95025,Q1428092
63906,Q383764,95029,Q963014
63906,Q383764,95030,Q1087401
63906,Q383764,95024,Q1149669
63906,Q383764,82240,Q3948416
29841,Q654513,93192,Q631515
29841,Q654513,95110,Q3602431
29841,Q654513,87813,Q813451
80183,Q310283,93192,Q631515
80215,Q643246,93289,Q1395302
80215,Q643246,94107,Q1850866
23743,Q712827,89885,Q3319921
23743,Q712827,91875,Q2623176
23743,Q712827,93609,Q272608
23743,Q712827,94362,Q1571941
23743,Q712827,81477,Q1305215
23743,Q712827,88186,Q1656834
23743,Q712827,91874,Q284103
23743,Q712827,115903,Q2515919
23743,Q712827,92479,Q1930843
23743,Q712827,91848,Q1220064
23743,Q712827,115851,Q1305215
23743,Q712827,94572,Q1624863
37624,Q53020,95386,Q3431961
79907,Q6179101,92641,Q977747
80503,Q89331,93804,Q630289
1049,Q4732725,94025,Q867283
35952,Q310960,94025,Q867283
35952,Q310960,95632,Q170035
22334,Q312280,80014,Q220100
22334,Q312280,115929,Q674267
80915,Q423313,94611,Q1421185
78580,Q122187,87608,Q1195060
78580,Q122187,115688,Q941279
14885,Q3507650,67431,Q12058833
79408,Q4757720,90577,Q169082
79408,Q4757720,94075,Q1051315
79409,Q2439943,90577,Q169082
76765,Q7693189,90564,Q1160813
76765,Q7693189,80958,Q1105359
76765,Q7693189,95462,Q1540124
76765,Q7693189,95056,Q635299
76765,Q7693189,85469,Q564893
22473,Q449349,80235,Q1752675
25951,Q106709,87778,Q661142
25951,Q106709,88165,Q1149916
25951,Q106709,83820,Q784535
22041,Q549626,79563,Q886190
23431,Q709913,81431,Q841781
23431,Q709913,84256,Q196977
23431,Q709913,85048,Q728485
23431,Q709913,81198,Q2017333
51084,Q4756878,94972,Q217294
51084,Q4756878,86476,Q523767
51084,Q4756878,93142,Q1170157
51082,Q380237,94972,Q217294
51082,Q380237,90052,Q1018100
51082,Q380237,86476,Q523767
51082,Q380237,92361,Q750917
51082,Q380237,93142,Q1170157
51136,Q446580,95050,Q2731453
51136,Q446580,94987,Q1130664
51136,Q446580,82084,Q1962503
78632,Q180975,89821,Q1708306
18006,Q1405474,73070,Q65677548
18006,Q1405474,75880,Q65679578
83019,Q981256,115985,Q3210119
83019,Q981256,116188,Q3211992
83019,Q981256,116462,Q3226466
83019,Q981256,115921,Q3549824
77477,Q55384,83776,Q739046
77477,Q55384,116158,Q3315748
77477,Q55384,116146,Q1145140
29910,Q1386741,87858,Q221305
76909,Q16345,87858,Q221305
76909,Q16345,95462,Q1540124
26492,Q51476,84559,Q1133723
11855,Q7151629,94344,Q1197663
11855,Q7151629,93703,Q2306504
11855,Q7151629,93464,Q2316492
77956,Q95048,93448,Q888219
77956,Q95048,85440,Q587891
25259,Q53039,85312,Q475925
25259,Q53039,83119,Q1634805
27477,Q722461,88680,Q7746083
27477,Q722461,88682,Q16647653
27477,Q722461,88678,Q2645467
27477,Q722461,85483,Q925448
78183,Q318712,95045,Q599095
78183,Q318712,86855,Q1214679
4606,Q546575,82738,Q338599
4606,Q546575,80828,Q1167120
4606,Q546575,86221,Q641668
4606,Q546575,80813,Q1086921
22892,Q25120,82738,Q338599
22892,Q25120,80828,Q1167120
22892,Q25120,92335,Q858047
22892,Q25120,80814,Q931557
22892,Q25120,91466,Q720159
22892,Q25120,86221,Q641668
22892,Q25120,80813,Q1086921
66843,Q437121,81014,Q845077
66843,Q437121,92215,Q1169123
21786,Q7032654,79248,Q7714686
78830,Q42293669,88225,Q7768532
30332,Q3470531,88225,Q7768532
27529,Q707064,85521,Q622240
31401,Q6755588,89462,Q7727942
31401,Q6755588,94721,Q4928591
78257,Q350472,86383,Q7502941
78258,Q920059,86383,Q7502941
36516,Q7427324,94497,Q3282812
35641,Q3381175,93727,Q15639638
72023,Q382529,95427,Q1230318
72023,Q382529,81178,Q1576105
72023,Q382529,95436,Q1464435
72023,Q382529,81299,Q1139031
74786,Q13560398,68390,Q1146404
24897,Q983092,84614,Q2248695
24897,Q983092,83555,Q1228404
24897,Q983092,94272,Q3283474
24897,Q983092,84210,Q2389107
3499,Q363989,93566,Q692720
3499,Q363989,84968,Q1426423
3499,Q363989,92468,Q1193825
3499,Q363989,93814,Q1740171
3499,Q363989,86943,Q1629607
33609,Q362061,94270,Q685245
31653,Q5083384,93189,Q3416461
78352,Q5257578,93189,Q3416461
78352,Q5257578,86860,Q4912057
79009,Q3765652,88968,Q76479
32148,Q466631,93491,Q3221473
32148,Q466631,90426,Q1754461
76854,Q199327,81260,Q5411239
76854,Q199327,83098,Q1198767
66791,Q453792,97970,Q3522429
66791,Q453792,81958,Q3176350
26215,Q6257815,84116,Q6051141
29250,Q108829796,94287,Q12110058
78645,Q527862,87783,Q585106
79550,Q1333379,91350,Q1456000
17044,Q3421009,71091,Q7091100
17044,Q3421009,77697,Q3989208
17044,Q3421009,86518,Q15039609
17044,Q3421009,95483,Q7761427
23070,Q3828487,84561,Q261546
78581,Q389128,87610,Q581117
