acmi-data-creator,wikidata-data-creator,acmi-data-work,wikidata-data-work
78186,Q7342343,86146,Q596984
9925,Q7816324,84010,Q7717036
9925,Q7816324,80725,Q7979464
9925,Q7816324,83991,Q7754685
9925,Q7816324,80990,Q7760180
36984,Q3376892,94900,Q2300440
76710,Q542003,88382,Q2521232
76710,Q542003,94236,Q1435973
76710,Q542003,95364,Q4451329
76710,Q542003,80782,Q3887056
76711,Q1382548,88382,Q2521232
76711,Q1382548,94236,Q1435973
76711,Q1382548,80782,Q3887056
79215,Q1674695,93148,Q651460
79215,Q1674695,89768,Q499152
34837,Q968324,93148,Q651460
31923,Q19984738,90083,Q649600
35259,Q3312946,93502,Q5115320
73957,Q356913,81276,Q1167299
78355,Q9012349,92809,Q593877
78355,Q9012349,86937,Q1168623
34769,Q197624,93099,Q5189588
83122,Q440423,116063,Q3447332
1531,Q3470368,84584,Q1516994
1531,Q3470368,89095,Q699586
26586,Q2261833,95640,Q189889
26586,Q2261833,84629,Q464111
37794,Q353501,95640,Q189889
82185,Q55682978,115658,Q100326553
83286,Q606929,116297,Q3240963
55745,Q928022,94102,Q832363
55745,Q928022,88107,Q302174
55745,Q928022,92943,Q64151
80645,Q1164532,94102,Q832363
61932,Q721027,94520,Q743367
61932,Q721027,86803,Q188652
61932,Q721027,85027,Q1140171
61932,Q721027,88616,Q1431693
76761,Q310217,80949,Q2644733
35050,Q2216559,93325,Q4747537
71424,Q465517,93646,Q550581
34783,Q7299167,93546,Q2557189
34783,Q7299167,93107,Q3521552
63125,Q528527,86852,Q859143
80353,Q2665938,93569,Q1854476
77303,Q16107305,82987,Q5467361
37078,Q2392969,94976,Q1337009
77699,Q1306352,84654,Q228867
77700,Q673315,84654,Q228867
81038,Q14071714,94898,Q466961
81039,Q14071638,94898,Q466961
33556,Q4989693,92357,Q2713475
24588,Q924396,93332,Q86427
27274,Q106669,116015,Q1199716
27274,Q106669,92479,Q1930843
27274,Q106669,115889,Q1196127
27274,Q106669,116296,Q152181
27274,Q106669,85324,Q594151
27274,Q106669,92476,Q1211971
75643,Q6847402,75749,Q7775389
35334,Q5131423,93543,Q3446639
37248,Q1357018,95089,Q3267400
82965,Q984345,115863,Q3237842
82965,Q984345,116075,Q3548651
27589,Q1243380,85579,Q929998
79203,Q327165,89680,Q1511625
21446,Q2907645,80965,Q7969557
21446,Q2907645,84170,Q7754411
28187,Q53006,86129,Q762928
34095,Q120858,92478,Q4460829
25274,Q3186533,83128,Q949945
25548,Q724100,85138,Q12125426
25548,Q724100,86937,Q1168623
25548,Q724100,83412,Q2819708
24174,Q336024,87848,Q1305728
24174,Q336024,81912,Q913839
28259,Q5498207,86213,Q17130172
25992,Q3016658,93388,Q2338318
25992,Q3016658,83865,Q105096804
79040,Q3050493,89136,Q19355
79040,Q3050493,91706,Q19355
79041,Q3105236,89136,Q19355
79041,Q3105236,91706,Q19355
31049,Q23301,89136,Q19355
31049,Q23301,91706,Q19355
32298,Q3573945,90554,Q1313289
28808,Q3556804,92505,Q110365
28808,Q3556804,95132,Q775356
28808,Q3556804,86854,Q538412
28810,Q133730,92505,Q110365
28810,Q133730,95132,Q775356
28810,Q133730,86854,Q538412
37444,Q17143823,95250,Q3860644
23399,Q505141,83499,Q1300420
23399,Q505141,85074,Q637192
23399,Q505141,81177,Q2610975
23399,Q505141,81420,Q547368
23399,Q505141,84775,Q930372
78008,Q1361039,85624,Q1666238
48873,Q137489,88651,Q372959
48873,Q137489,95389,Q7966841
48873,Q137489,88431,Q596358
48873,Q137489,85589,Q1059914
80388,Q316629,93629,Q853646
36793,Q505853,94706,Q7737951
36793,Q505853,95042,Q7094260
24749,Q979175,94706,Q7737951
24749,Q979175,84429,Q7859286
24749,Q979175,82494,Q3205508
24750,Q505853,94706,Q7737951
24750,Q505853,95042,Q7094260
24750,Q505853,82494,Q3205508
76873,Q2960106,95611,Q981032
76873,Q2960106,81312,Q371413
33453,Q324937,95339,Q714524
33453,Q324937,100508,Q2527730
33453,Q324937,92266,Q2527730
25279,Q323445,83135,Q1520037
25279,Q323445,88814,Q237116
25279,Q323445,86250,Q76824
82732,Q76505136,115812,Q85883401
24008,Q55442,81729,Q312565
24008,Q55442,93320,Q2543165
78801,Q18151654,88176,Q2300632
46865,Q16221517,95055,Q684697
31200,Q558481,93754,Q1621486
31200,Q558481,89261,Q911013
77165,Q3556003,82452,Q7764281
77166,Q4027133,82452,Q7764281
37204,Q5112877,95066,Q12125963
24730,Q6182767,82484,Q7304108
30538,Q2655209,88444,Q4921776
30539,Q99540939,88444,Q4921776
77661,Q1399390,84578,Q623051
26513,Q152309,84578,Q545417
22854,Q3018976,94357,Q847821
22854,Q3018976,80789,Q1215865
76698,Q7227175,80724,Q5053373
12839,Q15458128,65191,Q7715248
12840,Q7360412,65191,Q7715248
18033,Q7822416,89210,Q813461
18033,Q7822416,80339,Q1500326
79065,Q89189329,89210,Q813461
31131,Q5748037,89210,Q813461
25611,Q2420942,83495,Q3388574
25611,Q2420942,93379,Q12059508
30623,Q215151,89000,Q4672930
30623,Q215151,88573,Q5185205
30623,Q215151,93379,Q12059508
30623,Q215151,91010,Q6311163
76684,Q353019,80674,Q273704
34336,Q817359,92672,Q918603
26968,Q1359422,93597,Q2714553
26968,Q1359422,87201,Q1517616
26968,Q1359422,93107,Q3521552
26968,Q1359422,87000,Q5871237
26968,Q1359422,85059,Q7776794
34755,Q8039023,93091,Q2112895
35870,Q7175482,93956,Q7810899
6914,Q1354081,87394,Q1193138
6914,Q1354081,85377,Q182071
80931,Q728310,94657,Q21527758
80931,Q728310,95321,Q21527710
31519,Q182450,89578,Q3417460
31289,Q311219,91300,Q4385357
31289,Q311219,90418,Q60792
30277,Q521221,94414,Q2564319
30277,Q521221,88201,Q1146194
80793,Q2926445,94414,Q2564319
23604,Q72756,88468,Q1194211
23604,Q72756,88460,Q1848335
23604,Q72756,89569,Q1817180
23604,Q72756,85904,Q607337
23604,Q72756,85065,Q1138382
23604,Q72756,91010,Q6311163
23604,Q72756,84786,Q1219927
30182,Q1773566,88139,Q12126942
78368,Q5524340,86937,Q1168623
81408,Q323702,95638,Q1660031
33345,Q2838329,92144,Q766135
29073,Q7176765,87124,Q839825
27118,Q2924898,87124,Q839825
27118,Q2924898,85194,Q559429
79334,Q3528264,90410,Q914994
32137,Q676051,90410,Q914994
80826,Q5534433,94491,Q7697395
83279,Q274416,116290,Q1341787
36464,Q365012,94461,Q3793082
81128,Q2913350,95021,Q7744232
22255,Q4723361,79861,Q7739495
82970,Q3383856,115867,Q225355
83242,Q1440892,116233,Q2250323
76906,Q1350663,81474,Q7903467
76906,Q1350663,81475,Q1933990
76906,Q1350663,91014,Q954794
83066,Q1524479,116321,Q3205058
83066,Q1524479,115986,Q3228386
23067,Q434342,80913,Q713979
23067,Q434342,83228,Q1722631
23067,Q434342,87614,Q1158191
23067,Q434342,82979,Q369028
23067,Q434342,94653,Q1158191
34685,Q19421046,93022,Q1278073
34686,Q910181,93022,Q1278073
37215,Q1711756,95072,Q1311296
28524,Q109206,86469,Q473359
74963,Q59606416,69581,Q59606327
71302,Q2396324,88177,Q458314
71302,Q2396324,88138,Q108543
71302,Q2396324,93324,Q8884557
23063,Q326340,93462,Q596623
23063,Q326340,80910,Q427186
77081,Q56093,85075,Q1131556
77081,Q56093,82205,Q1216682
77081,Q56093,84576,Q936037
77081,Q56093,85072,Q577407
77081,Q56093,84594,Q193066
5335,Q263022,93328,Q771927
5335,Q263022,83502,Q3211405
5335,Q263022,90443,Q1289882
5335,Q263022,81490,Q246656
24603,Q993643,82364,Q1029155
27890,Q469795,85871,Q584057
24277,Q469795,85871,Q584057
24277,Q469795,89867,Q1406821
24277,Q469795,88180,Q284229
24277,Q469795,84195,Q473628
24277,Q469795,92533,Q106182
24277,Q469795,87285,Q777564
27892,Q1268483,85871,Q584057
32294,Q1688623,90552,Q1519907
32295,Q16193364,90552,Q1519907
72275,Q65321,90491,Q170250
72275,Q65321,90237,Q1088058
72275,Q65321,95376,Q407184
72275,Q65321,86247,Q427386
77595,Q945041,85598,Q1141727
77595,Q945041,84187,Q956250
77595,Q945041,88499,Q653281
22111,Q7343365,84664,Q577306
22111,Q7343365,88500,Q458852
22111,Q7343365,85011,Q1219013
22111,Q7343365,83881,Q477630
25044,Q466415,82916,Q1471671
25044,Q466415,93655,Q3227109
25045,Q506183,82916,Q1471671
25045,Q506183,95564,Q5518856
25045,Q506183,95626,Q2497079
26900,Q3166862,86743,Q1211134
26900,Q3166862,85324,Q594151
28720,Q969902,86743,Q1211134
5338,Q2237800,95564,Q5518856
5338,Q2237800,91973,Q4957853
25945,Q5105891,83814,Q6533596
27470,Q3438982,92345,Q4030599
27470,Q3438982,85482,Q1675125
27470,Q3438982,93518,Q1197742
33538,Q533596,92345,Q4030599
32413,Q10335367,90683,Q1315888
31622,Q381934,94202,Q2630071
31622,Q381934,89681,Q1675466
80698,Q67920698,94202,Q2630071
31624,Q381934,94202,Q2630071
31624,Q381934,89681,Q1675466
77787,Q920072,85006,Q5196238
78874,Q290876,88400,Q3264214
78875,Q1820755,88400,Q3264214
78875,Q1820755,94667,Q3203688
29808,Q6776432,88503,Q373688
29808,Q6776432,88486,Q3400422
29808,Q6776432,87779,Q934911
78657,Q5238526,87815,Q223887
20813,Q726107,115712,Q850159
20813,Q726107,78359,Q850159
20813,Q726107,94186,Q629674
20813,Q726107,77832,Q7733524
20813,Q726107,94157,Q3284452
79169,Q1485091,89557,Q453556
81406,Q591439,95630,Q3425632
31012,Q53050,89303,Q505297
22307,Q22959279,79954,Q29107373
36647,Q862154,94579,Q5521344
72696,Q2940710,92347,Q3109438
72696,Q2940710,87813,Q813451
72696,Q2940710,95100,Q1169589
72696,Q2940710,86740,Q27411
25996,Q721389,92634,Q1070275
25996,Q721389,83866,Q844068
83046,Q446583,115957,Q3204536
72280,Q5517106,90491,Q170250
72280,Q5517106,95376,Q407184
79365,Q11778321,90491,Q170250
77015,Q734431,81912,Q913839
83197,Q3271512,116156,Q1212898
72785,Q1351291,94227,Q950723
72785,Q1351291,85029,Q7045189
72785,Q1351291,86403,Q1455280
72785,Q1351291,88323,Q499656
72785,Q1351291,87831,Q752103
30276,Q6757954,88200,Q5653525
47999,Q961893,85074,Q637192
26529,Q5343983,84588,Q387370
26529,Q5343983,93555,Q1671695
34078,Q571230,92472,Q2513476
80843,Q950428,94520,Q743367
78522,Q1972350,87399,Q383021
23312,Q1035958,88506,Q1897321
23312,Q1035958,81062,Q175018
60744,Q3617191,85956,Q647044
60744,Q3617191,83859,Q339648
60744,Q3617191,83860,Q647997
80969,Q7341767,94820,Q845652
4627,Q288337,87007,Q495924
4627,Q288337,84662,Q1305029
76734,Q153018,80834,Q479455
79281,Q4506145,90050,Q1810871
78666,Q2673235,87829,Q2312568
78667,Q5236328,87829,Q2312568
29398,Q6170556,93361,Q786585
29398,Q6170556,91649,Q1052826
29398,Q6170556,87404,Q551762
29398,Q6170556,89724,Q163253
79563,Q6289764,91443,Q756416
27387,Q7147107,91443,Q756416
27387,Q7147107,85413,Q581906
27387,Q7147107,88771,Q1127424
26546,Q336640,84598,Q3999842
26218,Q22111781,84120,Q3101752
83124,Q3124352,116105,Q3518331
83124,Q3124352,116065,Q3231321
76405,Q665744,79213,Q15039765
79292,Q3161060,90125,Q16991935
31174,Q16105181,89757,Q7386366
31174,Q16105181,89249,Q16560494
79891,Q5936360,92613,Q1141481
79892,Q191064,92613,Q1141481
78767,Q9345938,88107,Q302174
78768,Q368082,88107,Q302174
28813,Q1684020,89733,Q1426983
28813,Q1684020,87069,Q2832686
28813,Q1684020,86856,Q12105566
23956,Q1361631,86244,Q1262492
23956,Q1361631,84208,Q2200109
23956,Q1361631,81689,Q1437531
31516,Q1607854,89576,Q6202867
31516,Q1607854,94160,Q371456
31516,Q1607854,93068,Q1430511
77702,Q72229,84665,Q1475617
77702,Q72229,84659,Q1755067
26619,Q2829369,84665,Q1475617
79950,Q504720,92735,Q1956926
72356,Q524821,89658,Q6699927
30535,Q7106323,88442,Q5910232
79139,Q6396115,89431,Q5210756
22323,Q106375916,80003,Q7764834
34439,Q6141069,93742,Q5411788
34439,Q6141069,92750,Q4185565
77643,Q16989145,84550,Q658009
77904,Q295445,85314,Q172241
77904,Q295445,90646,Q208263
27111,Q294927,93466,Q1647597
27111,Q294927,94343,Q2394537
25516,Q589459,93466,Q1647597
25516,Q589459,93465,Q2185596
25516,Q589459,94344,Q1197663
25516,Q589459,94342,Q1850843
25516,Q589459,83379,Q1506824
26697,Q6833107,86548,Q651722
26697,Q6833107,94308,Q677794
78134,Q61732626,85930,Q5912157
82180,Q55406,115653,Q1546398
80766,Q6864752,94358,Q3331723
36317,Q445198,94358,Q3331723
25424,Q34012,83276,Q174513
22026,Q506666,89574,Q1525998
22026,Q506666,79556,Q3073101
22457,Q1606917,80221,Q7831577
22457,Q1606917,80224,Q3926680
78291,Q3308269,86548,Q651722
77782,Q59215,86548,Q651722
77782,Q59215,85413,Q581906
77782,Q59215,88771,Q1127424
77782,Q59215,84980,Q503313
14288,Q5040132,66638,Q4656308
77573,Q3434385,84128,Q304488
36064,Q1350928,94159,Q1246225
83200,Q3340739,116161,Q3549306
30530,Q382080,88435,Q1271824
22028,Q269505,85049,Q515528
22028,Q269505,93345,Q714941
22028,Q269505,81270,Q1265272
22028,Q269505,79557,Q683957
22028,Q269505,84676,Q1194888
22028,Q269505,82805,Q669749
81063,Q7353633,94946,Q2943636
80441,Q4898272,93713,Q40071
80443,Q22976011,93713,Q40071
78409,Q1381702,87123,Q535096
29998,Q745855,87961,Q21186413
77491,Q977453,83811,Q647599
77491,Q977453,88167,Q1218481
23727,Q453683,90518,Q3208959
23727,Q453683,89430,Q508219
23727,Q453683,116232,Q3399892
23727,Q453683,116266,Q1241684
23727,Q453683,81466,Q1198853
23727,Q453683,115849,Q3562156
23727,Q453683,115936,Q2594255
26528,Q6137781,84585,Q2118505
55576,Q7325925,87943,Q2293972
6908,Q2940710,94816,Q558102
6908,Q2940710,87809,Q1540554
83201,Q127109,116162,Q3220513
51811,Q3305753,93835,Q1084074
72781,Q4354215,93835,Q1084074
72781,Q4354215,87203,Q291170
80511,Q6413901,93835,Q1084074
27075,Q967593,85462,Q1213044
27075,Q967593,85173,Q1891905
23955,Q51530,90268,Q2406188
23955,Q51530,81688,Q2364520
23955,Q51530,85332,Q1197556
28346,Q1607291,86305,Q645752
30804,Q75410,88820,Q700736
80115,Q311672,93055,Q6802741
34713,Q5609809,93055,Q6802741
75886,Q6270824,77122,Q3520523
33837,Q365616,92398,Q1784355
33837,Q365616,95040,Q1633225
33837,Q365616,92410,Q976934
37378,Q2088074,95177,Q2733515
77733,Q315808,84811,Q2543388
77733,Q315808,89605,Q6989310
81045,Q104819447,94907,Q220741
71350,Q343293,94907,Q220741
24847,Q16745331,87819,Q957323
24847,Q16745331,85648,Q834385
81360,Q28998,95560,Q804611
51024,Q7154855,79857,Q7722268
76478,Q727904,95635,Q1336251
76480,Q141673,95635,Q1336251
76480,Q141673,79532,Q1430490
76465,Q568770,79460,Q1179100
22055,Q7143820,92752,Q744886
22055,Q7143820,79586,Q4768264
29636,Q6283566,87624,Q129074
28404,Q59204,86367,Q3881263
28504,Q77032798,86447,Q1761515
28505,Q470185,86447,Q1761515
77542,Q270560,83999,Q1401821
77542,Q270560,86260,Q1057313
77542,Q270560,84510,Q1306726
77542,Q270560,95264,Q218290
35886,Q91102833,93966,Q2062140
76510,Q1328532,79670,Q321468
24409,Q1904542,82205,Q1216682
83059,Q822322,116295,Q3221240
83059,Q822322,115973,Q3127380
35853,Q106375401,93934,Q600253
52974,Q547485,84962,Q47654
34308,Q5311758,92657,Q102036321
81152,Q4714680,95060,Q1046576
47170,Q7786709,83462,Q5324940
31491,Q7344291,89562,Q1888547
31492,Q547495,89562,Q1888547
32807,Q145173,91245,Q11287799
81307,Q2001026,95335,Q1980182
37297,Q8215518,95123,Q1352631
34841,Q3082871,93151,Q626851
26827,Q1168402,84944,Q287536
26827,Q1168402,89558,Q1307054
77468,Q2575104,83735,Q6461273
77594,Q314787,84181,Q178068
28639,Q89196397,86649,Q60040949
28640,Q15434230,86649,Q60040949
83006,Q3437057,115907,Q2943552
83006,Q3437057,116252,Q8883179
83006,Q3437057,115903,Q2515919
25612,Q61859,95612,Q12130305
25612,Q61859,83496,Q2343239
25612,Q61859,84656,Q1139023
25612,Q61859,87879,Q1089010
25612,Q61859,84622,Q1412513
32177,Q1046993,90458,Q1475218
32177,Q1046993,93153,Q5825469
37197,Q1727295,95062,Q152090
81155,Q1766320,95062,Q152090
77342,Q1105516,83152,Q1817757
24030,Q539685,85067,Q503018
24030,Q539685,82505,Q1660701
24030,Q539685,87204,Q1170124
24030,Q539685,94260,Q1219082
78890,Q5541041,88453,Q1423576
30548,Q126957,88453,Q1423576
23401,Q893733,81181,Q948153
23402,Q937589,81181,Q948153
23402,Q937589,85460,Q262783
23402,Q937589,89463,Q3790875
23402,Q937589,92497,Q1704776
77906,Q7786739,86880,Q567072
77906,Q7786739,85321,Q126652
77906,Q7786739,86848,Q466265
6242,Q2141036,86880,Q567072
27100,Q3437083,85181,Q1140649
80457,Q3369629,93743,Q224929
80458,Q382389,93743,Q224929
34682,Q2296663,93021,Q128320
34682,Q2296663,94496,Q1629256
31982,Q491809,90168,Q511591
31982,Q491809,93182,Q1141648
77812,Q16193147,93577,Q7305447
77812,Q16193147,85071,Q4927978
30295,Q1446528,88210,Q2370399
75010,Q7816559,69996,Q29906229
21900,Q8312,79369,Q738462
21900,Q8312,87859,Q465478
21900,Q8312,93068,Q1430511
73128,Q2060877,107886,Q503343
78687,Q317033,87878,Q909910
71801,Q267441,94712,Q537237
80949,Q1370195,94712,Q537237
77923,Q951493,86284,Q7730764
77923,Q951493,85356,Q910226
4471,Q313256,85058,Q2300646
4471,Q313256,83124,Q1623002
4471,Q313256,79568,Q918363
23225,Q5259200,80997,Q15039381
79015,Q938333,88977,Q3818486
79016,Q89046154,88977,Q3818486
81255,Q139509,95196,Q604192
23202,Q7185610,80983,Q1753929
23203,Q5112358,80983,Q1753929
83273,Q3311692,116283,Q5546245
81350,Q28151615,95476,Q1858277
81351,Q3524978,95476,Q1858277
35266,Q360509,93505,Q3063172
35267,Q772238,93505,Q3063172
79340,Q452963,90433,Q177374
79341,Q6834595,90433,Q177374
79342,Q5075343,90433,Q177374
79344,Q888535,90433,Q177374
79345,Q1368300,90433,Q177374
33022,Q7250143,91644,Q7250197
4007,Q25189280,92338,Q2699996
4007,Q25189280,83131,Q1261193
4007,Q25189280,82202,Q7810384
79769,Q336074,92338,Q2699996
79769,Q336074,93286,Q830324
79769,Q336074,92481,Q830324
23519,Q5571556,81264,Q1342900
83020,Q3384539,115922,Q542527
5093,Q447847,89523,Q617784
35305,Q11435918,93530,Q280434
29793,Q6129930,87761,Q19874556
71360,Q287451,83626,Q2082822
71360,Q287451,85645,Q1783741
71360,Q287451,94658,Q1547262
71360,Q287451,85355,Q1197022
83073,Q710654,116249,Q3226151
83073,Q710654,115994,Q3548580
37372,Q713752,95175,Q6010786
25189,Q5234980,83064,Q1962105
22212,Q7173760,95215,Q324615
22212,Q7173760,81673,Q5377990
31699,Q367607,89778,Q831265
78341,Q951821,86828,Q3580157
80323,Q4798489,93533,Q12108846
81393,Q15999452,95607,Q1093283
35401,Q2276422,93575,Q7735982
29485,Q66774,87470,Q473970
26453,Q827300,84536,Q7091101
28831,Q2742664,86868,Q302181
23206,Q976248,80985,Q1617093
23206,Q976248,87410,Q1051032
82987,Q713409,115885,Q2824418
78016,Q1673282,85645,Q1783741
80334,Q6962844,93548,Q3026421
29010,Q19663532,87073,Q12117858
81190,Q3082659,95106,Q4085738
76486,Q3020660,79558,Q4911490
79848,Q6384982,92483,Q1206261
79849,Q313566,92483,Q1206261
79849,Q313566,94528,Q179460
36363,Q3806646,94386,Q5528974
80933,Q1252187,94659,Q7783978
78269,Q167498,86403,Q1455280
60235,Q286890,89032,Q1141746
60235,Q286890,86887,Q488655
79142,Q22102136,89451,Q19363622
83271,Q1579876,116282,Q3029752
83271,Q1579876,116284,Q2962727
26938,Q14554280,85037,Q3822468
71025,Q40035,94315,Q659609
71025,Q40035,94993,Q193981
71025,Q40035,94823,Q39975
71025,Q40035,83592,Q1574019
75179,Q2574674,116299,Q3204610
75179,Q2574674,115893,Q3222591
75179,Q2574674,71364,Q16668990
77242,Q1077553,82773,Q232130
37434,Q4569676,95247,Q2269271
37434,Q4569676,95241,Q7941680
37435,Q529568,95247,Q2269271
37435,Q529568,95241,Q7941680
32800,Q1871869,91238,Q810889
62492,Q4168628,85057,Q1071402
62492,Q4168628,81186,Q162518
27335,Q1388800,85372,Q369346
80154,Q689957,93654,Q128730
80154,Q689957,93138,Q832732
80154,Q689957,95376,Q407184
80154,Q689957,94106,Q1209390
78391,Q281034,87026,Q7757588
21540,Q1452440,78767,Q1198665
21540,Q1452440,95559,Q918180
55744,Q1374828,92943,Q64151
45351,Q1711958,88033,Q477296
45351,Q1711958,85329,Q1637360
45351,Q1711958,83153,Q425992
78435,Q150840,87172,Q3179062
78435,Q150840,87629,Q2621366
78436,Q3518918,87172,Q3179062
24648,Q2150022,87941,Q2579747
24648,Q2150022,95138,Q472271
72201,Q3098559,94107,Q1850866
72201,Q3098559,93209,Q250954
72612,Q2264148,93434,Q540473
77979,Q447584,85520,Q2256780
81346,Q6834813,95471,Q1664705
32116,Q20155498,90391,Q841958
64347,Q314287,90391,Q841958
77556,Q95875360,84068,Q687600
23686,Q61128,81430,Q513716
23686,Q61128,85111,Q1985307
83294,Q1743839,116313,Q2309891
75107,Q3037188,70818,Q57717838
75107,Q3037188,77292,Q57718270
75107,Q3037188,77806,Q57718057
78793,Q521262,88170,Q1331243
78793,Q521262,94810,Q532372
26612,Q2514758,85508,Q1213081
26612,Q2514758,84656,Q1139023
37424,Q2927011,95235,Q3520094
37423,Q543693,95235,Q3520094
83054,Q343865,115968,Q7295406
35408,Q7030022,93579,Q4224297
62179,Q7509070,84678,Q315732
76763,Q529696,80957,Q1113987
76764,Q171736,80957,Q1113987
76764,Q171736,89207,Q619820
80950,Q710334,94718,Q451558
23464,Q22102000,81219,Q1624947
56823,Q705631,84187,Q956250
56823,Q705631,87339,Q42198
56823,Q705631,94812,Q190050
56823,Q705631,84000,Q1126637
56823,Q705631,84788,Q108525
34555,Q3358488,92856,Q2298257
25322,Q96424,83174,Q1678947
79876,Q3298323,92569,Q1691401
6158,Q7966125,89594,Q570221
6158,Q7966125,98765,Q913311
31542,Q2157005,89594,Q570221
77693,Q3496862,85349,Q504157
77693,Q3496862,84640,Q1048085
77694,Q299704,85349,Q504157
77694,Q299704,84640,Q1048085
83116,Q2979534,116055,Q2365791
22144,Q454618,79689,Q3522800
22144,Q454618,83448,Q3519100
76519,Q194419,79689,Q3522800
37576,Q466155,95338,Q1305092
37576,Q466155,115685,Q1305092
26337,Q7411442,89950,Q370252
26337,Q7411442,85438,Q973616
27076,Q530235,85173,Q1891905
28585,Q3547630,86544,Q775970
28586,Q1241761,86544,Q775970
80389,Q381545,93630,Q1170710
36055,Q2296698,94154,Q1406257
24928,Q106599585,82788,Q5331257
74499,Q3271496,66476,Q3002112
78617,Q7668046,87693,Q6058168
34559,Q3445566,92857,Q646372
24703,Q6272735,93871,Q689428
24703,Q6272735,93182,Q1141648
24703,Q6272735,82464,Q1962827
24703,Q6272735,92348,Q1493544
24704,Q3985417,93871,Q689428
24704,Q3985417,82464,Q1962827
79411,Q3115838,90591,Q1055332
79411,Q3115838,94409,Q1307044
34997,Q515331,93290,Q4235137
56131,Q2837770,89542,Q7308031
79168,Q3106623,89542,Q7308031
23391,Q7145506,81172,Q16403
23392,Q710041,81172,Q16403
79076,Q124842,89245,Q582569
79902,Q1230959,92633,Q521948
28493,Q214677,86885,Q107167
28493,Q214677,88180,Q284229
28493,Q214677,86436,Q1752194
80210,Q302605,93288,Q698962
33217,Q1285191,91949,Q704708
25287,Q732804,83143,Q2259762
27472,Q363231,93507,Q1759628
27472,Q363231,85482,Q1675125
27472,Q363231,93518,Q1197742
78884,Q661685,88440,Q1325589
69466,Q100271144,85598,Q1141727
81161,Q2030506,95071,Q390359
77953,Q697131,85439,Q620099
81282,Q728362,95253,Q502384
37593,Q5326442,95360,Q1732735
81311,Q79060,95360,Q1732735
72796,Q516645,88323,Q499656
71636,Q522232,88323,Q499656
71636,Q522232,86502,Q2762808
81259,Q946039,95203,Q1543837
30021,Q3703328,87975,Q1809491
79440,Q40162,90755,Q949305
32463,Q716064,90755,Q949305
79278,Q7285706,90024,Q5215277
23739,Q1422989,81476,Q3209050
23739,Q1422989,84662,Q1305029
23739,Q1422989,82805,Q669749
75536,Q928353,81042,Q7750183
75536,Q928353,80987,Q546256
22385,Q13435404,81042,Q7750183
22385,Q13435404,81008,Q7582364
27510,Q302634,92526,Q926839
27510,Q302634,85509,Q1752518
34152,Q2413805,92526,Q926839
29911,Q7349543,87859,Q465478
69840,Q7356985,87720,Q1133610
69837,Q522382,87720,Q1133610
69837,Q522382,92959,Q1547390
79086,Q88966174,89261,Q911013
80078,Q5415089,92978,Q465646
80079,Q73761,92978,Q465646
71616,Q15462260,79053,Q19875981
31091,Q98319,89157,Q976777
31091,Q98319,89495,Q468697
4888,Q57231,89157,Q976777
4888,Q57231,89495,Q468697
77810,Q7427287,85067,Q503018
77452,Q653366,83625,Q630132
80370,Q1703182,93596,Q552036
81183,Q939894,95099,Q2009982
81183,Q939894,95463,Q1928695
71956,Q1411603,85025,Q1962835
82169,Q88104,115648,Q869644
35638,Q1581762,93725,Q1763992
28970,Q1372068,87029,Q742480
28220,Q4893181,86165,Q649850
28221,Q1373323,86165,Q649850
82998,Q3479522,116220,Q7773301
82998,Q3479522,115892,Q2895945
35923,Q4974114,93998,Q934004
76067,Q7313314,77770,Q7293880
22022,Q1616048,95322,Q3892826
22022,Q1616048,92783,Q1433152
22022,Q1616048,79551,Q2053145
37552,Q2896237,95322,Q3892826
81277,Q19626390,95244,Q5456030
76676,Q933856,84816,Q392355
76676,Q933856,87981,Q1195192
3898,Q1723417,83246,Q1551573
83322,Q969601,116469,Q1697043
83072,Q731141,115993,Q3222297
80478,Q57915905,93779,Q98220043
77525,Q1469991,83968,Q1316093
26089,Q1469991,83968,Q1316093
6630,Q6513971,89839,Q7759101
3175,Q7353620,81048,Q7752241
27896,Q313572,85874,Q3156549
27896,Q313572,94411,Q1632158
78686,Q2624537,87874,Q372299
77493,Q84731892,83825,Q5263889
24130,Q176126,83137,Q582138
24130,Q176126,81855,Q1122571
24130,Q176126,93949,Q761302
24130,Q176126,91651,Q1197185
77975,Q654897,85510,Q942355
80241,Q388991,93371,Q683020
30283,Q3295769,88202,Q3314697
69882,Q263486,94851,Q168862
69882,Q263486,87907,Q451630
36802,Q215137,94715,Q21035776
34184,Q15442107,92551,Q1419980
31243,Q784641,89311,Q1648536
31243,Q784641,91150,Q2359049
22310,Q540576,94735,Q1770440
28463,Q1680036,86410,Q573710
79362,Q21554978,90483,Q83649
81396,Q1066019,95610,Q1185095
76512,Q137634,79671,Q12133944
76513,Q16243972,79671,Q12133944
26534,Q5919717,84589,Q729991
77675,Q363117,84591,Q321561
81139,Q125904,95046,Q1330582
81140,Q2357826,95046,Q1330582
83035,Q787176,116138,Q1449610
83035,Q787176,115941,Q3472447
83035,Q787176,115965,Q3203932
23211,Q6134610,80986,Q7641656
31765,Q978635,89880,Q852841
31765,Q978635,89882,Q2357585
29065,Q828505,87115,Q139625
80835,Q1079125,94505,Q348013
36527,Q240521,94505,Q348013
29958,Q2835460,87915,Q1120536
23590,Q323781,81321,Q1305622
81112,Q924621,94993,Q193981
81113,Q4721402,94993,Q193981
